polymer_MW,LAGA,mol_MW,mol_logP,mol_TPSA,mol_melting_point,mol_Hacceptors,mol_Hdonors,mol_heteroatoms,drugpolymer,surfactant_concentration,surfactant_HLB,aqueousorganic,pH,solvent_polarity_index,particle_size,EE,LC,study,solvent,surface_area,API,SMILES,MolWt,ExactMolWt,HeavyAtomCount,RingCount,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,FractionCSP3,MolLogP,MolMR,TPSA,LabuteASA,NumHeteroatoms,BalabanJ,BertzCT
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.029,1.5,20.5,4.0,0,5.1,169.0,76.0,2.13,10.1208/s12249-015-0294-0,acetone,89727.02777917808,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.086,0.2,20.5,2.0,0,5.1,201.0,89.0,7.09,10.1208/s12249-015-0294-0,acetone,126923.48479768123,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.083,0.85,20.5,4.0,0,5.1,276.0,92.0,7.12,10.1208/s12249-015-0294-0,acetone,239313.96197985607,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.143,0.85,20.5,2.0,0,5.1,177.0,87.0,11.05,10.1208/s12249-015-0294-0,acetone,98422.95624431463,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.1,0.85,20.5,4.0,0,5.1,149.0,69.0,6.45,10.1208/s12249-015-0294-0,acetone,69746.49850234699,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.029,0.85,20.5,6.0,0,5.1,180.0,73.0,2.04,10.1208/s12249-015-0294-0,acetone,101787.60197630929,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.086,0.2,20.5,6.0,0,5.1,258.0,91.0,7.24,10.1208/s12249-015-0294-0,acetone,209116.973393551,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.143,0.85,20.5,6.0,0,5.1,189.0,89.0,11.28,10.1208/s12249-015-0294-0,acetone,112220.831178881,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.086,1.5,20.5,2.0,0,5.1,174.0,88.0,7.01,10.1208/s12249-015-0294-0,acetone,95114.85918008458,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.05,0.85,20.5,6.0,0,5.1,298.0,91.0,4.35,10.1208/s12249-015-0294-0,acetone,278985.99400938797,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
45.0,1.0,284.75,3.15,32.67,132.0,2,0,4,0.086,0.85,20.5,4.0,0,5.1,183.0,84.0,6.72,10.1208/s12249-015-0294-0,acetone,105208.79637606858,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,284.74600000000004,284.07164071600005,20,3,0,2,1,2,0,1,0.125,3.1538000000000013,81.81000000000003,32.67,122.06237911260715,4,2.229963444415005,694.8779897536323
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.3,0.5,20.5,4.0,1,5.1,100.4,71.53,17.67,10.1016/j.ejpb.2010.07.007,acetone,31667.756603009693,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.3,0.5,20.5,2.86,1,5.1,91.6,69.86,17.33,10.1016/j.ejpb.2010.07.007,acetone,26359.721655504374,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.3,0.5,20.5,2.0,1,5.1,85.5,67.39,16.82,10.1016/j.ejpb.2010.07.007,acetone,22965.827695904783,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.2,0.5,20.5,4.0,1,5.1,121.7,72.65,12.69,10.1016/j.ejpb.2010.07.007,acetone,46529.78321712653,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.2,0.5,20.5,2.86,1,5.1,113.8,71.42,12.5,10.1016/j.ejpb.2010.07.007,acetone,40685.0071647554,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.2,0.5,20.5,2.0,1,5.1,101.4,68.21,12.0,10.1016/j.ejpb.2010.07.007,acetone,32301.73000050411,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.15,0.5,20.5,4.0,1,5.1,132.0,74.19,10.01,10.1016/j.ejpb.2010.07.007,acetone,54739.11039614856,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.15,0.5,20.5,2.86,1,5.1,119.5,73.76,9.96,10.1016/j.ejpb.2010.07.007,acetone,44862.728491425645,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.15,0.5,20.5,2.0,1,5.1,108.2,70.66,9.58,10.1016/j.ejpb.2010.07.007,acetone,36779.37917781257,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.3,1.0,20.5,4.0,1,5.1,111.2,72.27,17.82,10.1016/j.ejpb.2010.07.007,acetone,38847.17546240537,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.3,1.0,20.5,2.86,1,5.1,103.5,71.64,17.69,10.1016/j.ejpb.2010.07.007,acetone,33653.52590341726,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.3,1.0,20.5,2.0,1,5.1,94.9,68.34,17.01,10.1016/j.ejpb.2010.07.007,acetone,28293.214854156213,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.2,1.0,20.5,4.0,1,5.1,129.7,73.23,12.77,10.1016/j.ejpb.2010.07.007,acetone,52848.15436202631,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.2,1.0,20.5,2.86,1,5.1,118.6,72.19,12.62,10.1016/j.ejpb.2010.07.007,acetone,44189.51660168789,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.2,1.0,20.5,2.0,1,5.1,110.3,69.61,12.22,10.1016/j.ejpb.2010.07.007,acetone,38220.898966912246,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.15,1.0,20.5,4.0,1,5.1,159.2,75.64,10.19,10.1016/j.ejpb.2010.07.007,acetone,79622.534831878,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.15,1.0,20.5,2.86,1,5.1,143.2,75.08,10.12,10.1016/j.ejpb.2010.07.007,acetone,64422.25293674915,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.15,1.0,20.5,2.0,1,5.1,135.6,74.46,10.05,10.1016/j.ejpb.2010.07.007,acetone,57765.59509491081,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.3,1.5,20.5,4.0,1,5.1,132.5,73.12,17.99,10.1016/j.ejpb.2010.07.007,acetone,55154.586024585806,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.3,1.5,20.5,2.86,1,5.1,125.7,70.15,17.39,10.1016/j.ejpb.2010.07.007,acetone,49638.703307118994,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.3,1.5,20.5,2.0,1,5.1,110.6,68.81,17.11,10.1016/j.ejpb.2010.07.007,acetone,38429.09231206564,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.2,1.5,20.5,4.0,1,5.1,143.8,74.26,12.93,10.1016/j.ejpb.2010.07.007,acetone,64963.23519169733,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.2,1.5,20.5,2.86,1,5.1,131.5,73.15,12.76,10.1016/j.ejpb.2010.07.007,acetone,54325.2055640381,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.2,1.5,20.5,2.0,1,5.1,119.6,70.85,12.41,10.1016/j.ejpb.2010.07.007,acetone,44937.84397177297,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
